施設CD,施設名
132032910,医療法人社団　交友会　氷川台内科クリニック
132032936,桜台診療所
132032951,医療法人社団　菅家耳鼻咽喉科
132032985,医療法人社団　明日佳　明日佳クリニック新桜台
132033009,入倉クリニック
132033017,医療法人社団　慶裕会　石神井公園クリニック
132033025,ねりま発達クリニック
132033033,みすずクリニック
132033041,妹尾眼科医院
132033058,いそべクリニック
132033066,三原台野口クリニック
132033074,寺門医院
132033090,医療法人社団　レ二ア会　ウイメンズクリニック大泉学園
132033108,わだ内科クリニック
132033116,下島メディカルクリニック
132033124,こうち医院
132033157,富士見台眼科
132033173,長谷川クリニック
132033181,学園眼科
132033199,医療法人財団　厚生協会　大泉メンタルクリニック
132033207,医療法人社団　梛の会　池内整形外科
132033223,医療法人社団　黎明会　ねりま大塚クリニック
132033231,医療法人社団　大順会　豊島園大腸肛門科
132033249,野地医院
132033256,河田眼科
132033264,上石神井耳鼻咽喉科
132033272,医療法人社団　蒼明会　大川整形外科
132033280,医療法人社団　清慶会　松浦整形外科
132033298,いくこ皮フ科クリニック
132033306,大泉アカデミアクリニック
132033314,清水内科クリニック
132033322,三田村医院
132033355,医療法人社団　心優会　安藤クリニック
132033363,木村耳鼻咽喉科医院
132033371,医療法人社団　貞衛会　光が丘整形外科
132033397,医療法人社団　正弘会　江渕クリニック
132033405,医療法人社団　桜舞会　井関内科
132033421,医療法人社団　ブライト　はせがわ内科クリニック
132033439,たかみクリニック
132033454,すみ医院
132033462,東京保健生活協同組合　石神井ボート池前診療所
132033470,医療法人社団　晃成会　はな眼科クリニック
132033488,戸田クリニック
132033496,やまぐち眼科クリニック
132033504,髙鳥医院
132033512,泌尿器科荻原クリニック
132033553,医療法人社団　仁星会　練馬高野台クリニック
132033579,宮野循環器内科
132033595,医療法人社団　柔和会　藤澤こどもクリニック
132033603,医療法人社団　清美会　宮園内科クリニック
132033611,医療法人社団　安和会　若井内科呼吸器科
132033637,築根クリニック
132033645,川村内科クリニック
132033678,宮沢整形外科
132033694,医療法人社団　秀光会　黒川内科医院
132033702,医療法人社団　貢栄会　しろた内科・胃腸科クリニック
132033710,内科吉沢医院
132033736,医療法人社団　章黎会　よしだ内科クリニック
132033744,桜台マタニティクリニック
132033751,石井整形外科
132033769,高山皮フ科
132033777,医療法人社団　吉兎会　吉見整形外科
132033785,医療法人社団　ライブスペース　もりや皮フ科形成外科クリニック
132033793,キタミヒフ科クリニック
132033801,医療法人社団　ヅーフハルマ　中村医院
132033819,医療法人社団　誠信会　わかばクリニック
132033827,医療法人社団　躰晃会　松本医院
132033835,医療法人社団　錦祥会　錦クリニック
132033843,小野診療所
132033850,ぶどうの木クリニック
132033884,医療法人社団　孝志会　江古田内科整形外科
132033892,ホームメディカルクリニック
132033918,篠田眼科医院
132033926,佐藤神経内科診療所
132033942,春日町くりクリニック
132033959,ひがしで眼科クリニック
132033967,こくぶん医院
132033983,医療法人社団　吉明会　クリニカ氷川台耳鼻咽喉科
132033991,杉山医院
132034015,渋谷医院
132034023,関町耳鼻咽喉科・アレルギー科
132034049,井上外科医院
132034064,もろいクリニック
132034072,東京メディカルクリニック　平和台駅前院
132034098,医療法人社団　篤晴会　坂本整形外科クリニック
132034106,おおぐちこどもクリニック
132034114,大泉学園ふれあいクリニック
132034122,木原クリニック
132034130,富田いきいきクリニック
132034155,ユウ整形外科
132034163,みわ眼科
132034171,医療法人社団　ユークレイジア会　小山クリニック
132034189,医療法人社団　峰紋会　クルマタニクリニック
132034197,阪本クリニック
132034205,上原医院
132034213,あだち医院
132034221,医療法人社団　優人会　優人大泉学園クリニック
132034239,大泉はなわクリニック
132034247,金田医院
132034262,医療法人社団　ハートクリニック　ハートクリニック練馬春日町
132034270,テル皮膚科
132034288,いずみ内科クリニック
132034312,新田クリニック
132034320,新桜台中村ファミリークリニック
132034346,練馬駅西口眼科クリニック
132034353,野崎クリニック
132034361,いいだ耳鼻咽喉科
132034387,練馬南口ストレスケアクリニック
132034395,やすとも整形外科
132034403,とうみょう内科クリニック
132034411,大泉学園整形外科
132034437,小山耳鼻咽喉科アレルギー科医院
132034445,のじり内科クリニック
132034452,かわさき内科糖尿病クリニック
132034460,大泉学園耳鼻咽喉科
132034486,医療法人社団　啓妙会　桑名医院
132034494,二葉医院
132034502,森田医院
132034510,ながたクリニック
132034536,近藤医院
132034544,土屋医院
132034569,たがら眼科
132034577,猿渡医院
132034585,医療法人社団　崇志会　中村橋耳鼻咽喉科クリニック
132034593,つつじ皮膚科クリニック
132034601,赤司医院
132034619,医療法人社団　なごみ会　つかさクリニック
132034643,シルバーケアクリニック
132034684,みみ・はな・のど吉祥寺なかむらクリニック
132034692,笠井内科循環器クリニック
132034700,医療法人社団　誠弘会　平木整形外科内科
132034718,医療法人社団　三芽会　原田クリニック
132034726,医療法人社団　徳永会　とし・クリニック
132034734,みやしたクリニック
132034742,やすひさ内科クリニック
132034759,医療法人　千雅　千雅医院
132034775,こばやし泌尿器科・皮膚科
132034783,医療法人社団　愛雅会　つつみ眼科クリニック
132034791,ふれあいクリニック髙野台
132034809,大村医院
132034817,石神井台皮フ科
132034825,てらもとクリニック
132034833,ながにし耳鼻咽喉科クリニック
132034841,医療法人社団　東京白報会　ねりま在宅診療所
132034858,平間医院
132034866,医療法人社団　平郁会　練馬みどりクリニック
132034874,くどうクローバークリニック
132034882,医療法人社団　仁星会　大泉学園クリニック
132034890,ホームクリニック　のどか
132034916,医療法人社団　一晃会　ＪＯＹクリニックⅡ
132034924,医療法人社団　しぜん会　まつだ整形外科・リウマチ科
132034932,医療法人社団　弘順会　大井手クリニック
132034940,医療法人社団　輝恭会　いしい脳神経外科・内科クリニック
132034957,医療法人社団　郁翠会　牧田小児科内科医院
132034965,サノ皮膚科クリニック
132034973,医療法人社団　隆記会　田中医院
132034981,さくまクリニック
132034999,きくかわクリニック　内科・老年内科
132035004,医療法人社団　広樹会　よしかわこどもクリニック
132035012,医療法人社団　大和会　練馬東クリニック
132035020,吉野記念クリニック
132035038,ねりま西クリニック
132035046,さんくりにっく
132035053,医療法人社団　カタクリ会　結城クリニック
132070027,医療法人社団　千秋会　田中脳神経外科病院
132070076,医療法人社団　蒼生会　高松病院
132070266,医療法人社団　純正会　東大泉病院
132070464,医療法人社団　保谷病院
132070860,医療法人社団　遼山会　関町病院
132070878,医療法人社団　秀佑会　東海病院
132070886,医療法人社団　育陽会　東京聖徳病院
132070894,大泉生協病院
132070910,医療法人社団　久保田産婦人科病院
132070936,公益財団法人　東京都医療保健協会　練馬総合病院
132070944,医療法人社団　はなぶさ会　島村記念病院
132070951,公益社団法人　地域医療振興協会　練馬光が丘病院
132112183,医療法人財団　梅田病院
132112233,医療法人財団　厚生協会　東京足立病院
132112241,愛里病院
132112258,医療法人社団　八葉会　大石記念病院
132112290,医療法人社団　成和会　西新井病院
